feature.name,GeneSymbol,uniprotID,effect,chrom,featureType,Function
gasAcul10766-RA,Lhx2,P36198,infection_induced,Gy_chrXIII,intergenic,FUNCTION: Acts as a transcriptional activator. Stimulates the promoter of the alpha-glycoprotein gene. Transcriptional regulatory protein involved in the control of cell differentiation in developing lymphoid and neural cell types (By similarity). {ECO:0000250}.
gasAcul11172-RA,unc45b,D7REX8,intergenerational,Gy_chrXIII,introns,"FUNCTION: Acts as a co-chaperone for HSP90 and is required for proper folding of the myosin motor domain (By similarity). Plays a role in sarcomere formation during muscle cell development. Is necessary for normal early lens development. {ECO:0000250|UniProtKB:Q6DGE9, ECO:0000250|UniProtKB:Q8CGY6, ECO:0000269|PubMed:20637071}."
gasAcul11184-RA,SSBP2,P81877,intergenerational,Gy_chrXIII,introns,NA
gasAcul20584-RA,Sh3bp2,P78314,infection_induced,Gy_chrXIV,exons,FUNCTION: Binds differentially to the SH3 domains of certain proteins of signal transduction pathways. Binds to phosphatidylinositols; linking the hemopoietic tyrosine kinase fes to the cytoplasmic membrane in a phosphorylation dependent mechanism.
gasAcul20615-RA,CACNA1B,O55017,infection_induced,Gy_chrXIV,intergenic,"FUNCTION: Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death. This alpha-1B subunit gives rise to N-type calcium currents. N-type calcium channels belong to the 'high-voltage activated' (HVA) group. They are involved in pain signaling. Calcium channels containing alpha-1B subunit may play a role in directed migration of immature neurons. Mediates Ca(2+) release probability at hippocampal neuronal soma and synaptic terminals (By similarity). {ECO:0000250|UniProtKB:Q02294}."
gasAcul20631-RA,nvd,F7J184,infection_induced,Gy_chrXIV,exons,"FUNCTION: Catalyzes the production of 7-dehydrocholesterol (7-DHC or cholesta-5,7-dien-3beta-ol) by inserting a double bond (desaturating) at the C7-C8 single bond of cholesterol. This reaction is the first step in the synthesis of the steroid hormone Delta(7)-dafachronic acid. {ECO:0000269|PubMed:21632547}."
gasAcul20636-RA,Gtf3c4,Q8BMQ2,intergenerational,Gy_chrXIV,intergenic,"FUNCTION: Essential for RNA polymerase III to make a number of small nuclear and cytoplasmic RNAs, including 5S RNA, tRNA, and adenovirus-associated (VA) RNA of both cellular and viral origin. Has histone acetyltransferase activity (HAT) with unique specificity for free and nucleosomal H3. May cooperate with GTF3C5 in facilitating the recruitment of TFIIIB and RNA polymerase through direct interactions with BRF1, POLR3C and POLR3F. May be localized close to the A box (By similarity). {ECO:0000250}."
gasAcul20636-RA,Gtf3c4,Q8BMQ2,infection_induced,Gy_chrXIV,intergenic,"FUNCTION: Essential for RNA polymerase III to make a number of small nuclear and cytoplasmic RNAs, including 5S RNA, tRNA, and adenovirus-associated (VA) RNA of both cellular and viral origin. Has histone acetyltransferase activity (HAT) with unique specificity for free and nucleosomal H3. May cooperate with GTF3C5 in facilitating the recruitment of TFIIIB and RNA polymerase through direct interactions with BRF1, POLR3C and POLR3F. May be localized close to the A box (By similarity). {ECO:0000250}."
gasAcul20657-RA,NA,NA,infection_induced,Gy_chrXIV,intergenic,NA
gasAcul20171-RA,Tnfrsf10b,O14763,intergenerational,Gy_chrXIV,introns,"FUNCTION: Receptor for the cytotoxic ligand TNFSF10/TRAIL (PubMed:10549288). The adapter molecule FADD recruits caspase-8 to the activated receptor. The resulting death-inducing signaling complex (DISC) performs caspase-8 proteolytic activation which initiates the subsequent cascade of caspases (aspartate-specific cysteine proteases) mediating apoptosis. Promotes the activation of NF-kappa-B. Essential for ER stress-induced apoptosis. {ECO:0000269|PubMed:10542098, ECO:0000269|PubMed:10549288, ECO:0000269|PubMed:15322075}."
gasAcul20171-RA,Tnfrsf10b,O14763,infection_induced,Gy_chrXIV,introns,"FUNCTION: Receptor for the cytotoxic ligand TNFSF10/TRAIL (PubMed:10549288). The adapter molecule FADD recruits caspase-8 to the activated receptor. The resulting death-inducing signaling complex (DISC) performs caspase-8 proteolytic activation which initiates the subsequent cascade of caspases (aspartate-specific cysteine proteases) mediating apoptosis. Promotes the activation of NF-kappa-B. Essential for ER stress-induced apoptosis. {ECO:0000269|PubMed:10542098, ECO:0000269|PubMed:10549288, ECO:0000269|PubMed:15322075}."
gasAcul20739-RA,thap1,B5XCB8,intergenerational,Gy_chrXIV,intergenic,FUNCTION: DNA-binding transcription regulator that regulates endothelial cell proliferation and G1/S cell-cycle progression. Specifically binds the 5'-[AT]NTNN[GT]GGCA[AGT]-3' core DNA sequence and acts by modulating expression of pRB-E2F cell-cycle target genes (By similarity). {ECO:0000250}.
gasAcul20758-RA,ralgps1,A2AR50,intergenerational,Gy_chrXIV,introns,FUNCTION: Guanine nucleotide exchange factor for the small GTPase RALA. May be involved in cytoskeleton organization. {ECO:0000250}.
gasAcul20760-RA,Spag16,Q8K450,intergenerational,Gy_chrXIV,intergenic,FUNCTION: Necessary for sperm flagellar function. Plays a role in motile ciliogenesis. May help to recruit STK36 to the cilium or apical surface of the cell to initiate subsequent steps of construction of the central pair apparatus of motile cilia. {ECO:0000269|PubMed:19305393}.
gasAcul20189-RA,ERBIN,Q80TH2,intergenerational,Gy_chrXIV,introns,"FUNCTION: Acts as an adapter for the receptor ERBB2, in epithelia. By binding the unphosphorylated ERBB2 'Tyr-1248' receptor, it may contribute to stabilize this unphosphorylated state (By similarity). Inhibits NOD2-dependent NF-kappa-B signaling and pro-inflammatory cytokine secretion (PubMed:16203728). {ECO:0000250|UniProtKB:Q96RT1, ECO:0000269|PubMed:16203728}."
gasAcul20190-RA,Arhgef28,P0C6P5,infection_induced,Gy_chrXIV,exons,"FUNCTION: Functions as a RHOA-specific guanine nucleotide exchange factor regulating signaling pathways downstream of integrins and growth factor receptors. Functions in axonal branching, synapse formation and dendritic morphogenesis. Functions also in focal adhesion formation, cell motility and B-lymphocytes activation. May regulate NEFL expression and aggregation and play a role in apoptosis. {ECO:0000269|PubMed:11435431, ECO:0000269|PubMed:12215442}."
gasAcul20254-RA,RNF165,E9QAU8,infection_induced,Gy_chrXIV,introns,"FUNCTION: E3 ubiquitin-protein ligase that acts as a regulator of motor axon elongation (PubMed:23610558). Required for efficient motor axon extension in the dorsal forelimb by enhancing the transcriptional responses of the SMAD1/SMAD5/SMAD8 effectors, which are activated downstream of BMP (PubMed:23610558). Acts by mediating ubiquitination and degradation of SMAD inhibitors such as SMAD6, SMAD7, SKI and SNON isoform of SKIL (PubMed:23610558). {ECO:0000269|PubMed:23610558}."
gasAcul20301-RA,NEDD4L,Q5RBF2,intergenerational,Gy_chrXIV,introns,"FUNCTION: E3 ubiquitin-protein ligase which accepts ubiquitin from an E2 ubiquitin-conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates. Inhibits TGF-beta signaling by triggering SMAD2 and TGFBR1 ubiquitination and proteasome-dependent degradation. Promotes ubiquitination and internalization of various plasma membrane channels such as ENaC, Nav1.2, Nav1.3, Nav1.5, Nav1.7, Nav1.8, Kv1.3, KCNH2, EAAT1 or CLC5. Promotes ubiquitination and degradation of SGK1 and TNK2. Ubiquitinates BRAT1 and this ubiquitination is enhanced in the presence of NDFIP1. Plays a role in dendrite formation by melanocytes (By similarity). Involved in the regulation of TOR signaling (By similarity). Ubiquitinates TTYH2 and TTYH3 and regulates protein levels of TTYH2 (By similarity). {ECO:0000250|UniProtKB:Q8CFI0, ECO:0000250|UniProtKB:Q96PU5}."
gasAcul20367-RA,MED13L,Q6JPI3,infection_induced,Gy_chrXIV,promoters,"FUNCTION: Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors. This subunit may specifically regulate transcription of targets of the Wnt signaling pathway and SHH signaling pathway (By similarity). {ECO:0000250}."
gasAcul20386-RA,Unc5c,O08747,infection_induced,Gy_chrXIV,intergenic,"FUNCTION: Receptor for netrin required for axon guidance (PubMed:10399920, PubMed:22685302). Mediates axon repulsion of neuronal growth cones in the developing nervous system upon ligand binding (PubMed:10399920, PubMed:22685302). NTN1/Netrin-1 binding might cause dissociation of UNC5C from polymerized TUBB3 in microtubules and thereby lead to increased microtubule dynamics and axon repulsion (PubMed:28483977). Axon repulsion in growth cones may also be caused by its association with DCC that may trigger signaling for repulsion (PubMed:10399920). Might also collaborate with DSCAM in NTN1-mediated axon repulsion independently of DCC (PubMed:22685302). Also involved in corticospinal tract axon guidance independently of DCC (PubMed:12451134, PubMed:9126743, PubMed:9389662). Involved in dorsal root ganglion axon projection towards the spinal cord (By similarity). It also acts as a dependence receptor required for apoptosis induction when not associated with netrin ligand (By similarity). {ECO:0000250|UniProtKB:O95185, ECO:0000250|UniProtKB:Q761X5, ECO:0000269|PubMed:10399920, ECO:0000269|PubMed:12451134, ECO:0000269|PubMed:22685302, ECO:0000269|PubMed:28483977, ECO:0000269|PubMed:9126743, ECO:0000269|PubMed:9389662}."
gasAcul20134-RA,CERT1,Q5M7Y0,intergenerational,Gy_chrXIV,intergenic,"FUNCTION: Shelters ceramides and diacylglycerol lipids inside its START domain and mediates the intracellular trafficking of ceramides and diacylglycerol lipids in a non-vesicular manner (By similarity). Isoform 1 plays a role in neural development and skeletal muscle development. Negatively regulates apoptosis during development. {ECO:0000250|UniProtKB:Q9Y5P4, ECO:0000269|PubMed:18424781}."
gasAcul20457-RA,PCYOX1,F1N2K1,intergenerational,Gy_chrXIV,exons,"FUNCTION: Prenylcysteine oxidase that cleaves the thioether bond of prenyl-L-cysteines, such as farnesylcysteine and geranylgeranylcysteine (PubMed:9287348). Only active against free prenylcysteines and not prenylcysteine residues within prenylated proteins or peptides (PubMed:9287348). Involved in the final step in the degradation of prenylated proteins, by degrading prenylcysteines after the protein has been degraded (PubMed:9287348). {ECO:0000269|PubMed:9287348}."
gasAcul20467-RA,SLC5A1,P11170,infection_induced,Gy_chrXIV,introns,"FUNCTION: Electrogenic Na(+)-coupled sugar symporter that actively transports D-glucose or D-galactose at the plasma membrane, with a Na(+) to sugar coupling ratio of 2:1. Transporter activity is driven by a transmembrane Na(+) electrochemical gradient set by the Na(+)/K(+) pump (By similarity). Has a primary role in the transport of dietary monosaccharides from enterocytes to blood. Responsible for the absorption of D-glucose or D-galactose across the apical brush-border membrane of enterocytes, whereas basolateral exit is provided by GLUT2. Additionally, functions as a D-glucose sensor in enteroendocrine cells, triggering the secretion of the incretins GCG and GIP that control food intake and energy homeostasis (By similarity). Together with SGLT2, functions in reabsorption of D-glucose from glomerular filtrate, playing a nonredundant role in the S3 segment of the proximal tubules (By similarity). Transports D-glucose into endometrial epithelial cells, controlling glycogen synthesis and nutritional support for the embryo as well as the decidual transformation of endometrium prior to conception (By similarity). Acts as a water channel enabling passive water transport in response to the osmotic gradient created upon sugar and Na(+) uptake. Has high water conductivity comparable to aquaporins and therefore is expected to play an important role in transepithelial water permeability, especially in the small intestine. {ECO:0000250|UniProtKB:P13866, ECO:0000250|UniProtKB:Q8C3K6}."
gasAcul20562-RA,CSPG4,Q00657,infection_induced,Gy_chrXIV,exons,"FUNCTION: Proteoglycan playing a role in cell proliferation and migration which stimulates endothelial cells motility during microvascular morphogenesis. May also inhibit neurite outgrowth and growth cone collapse during axon regeneration. Cell surface receptor for collagen alpha 2(VI) which may confer cells ability to migrate on that substrate. Binds through its extracellular N-terminus growth factors, extracellular matrix proteases modulating their activity. May regulate MPP16-dependent degradation and invasion of type I collagen participating in melanoma cells invasion properties. May modulate the plasminogen system by enhancing plasminogen activation and inhibiting angiostatin. Functions also as a signal transducing protein by binding through its cytoplasmic C-terminus scaffolding and signaling proteins. May promote retraction fiber formation and cell polarization through Rho GTPase activation. May stimulate alpha-4, beta-1 integrin-mediated adhesion and spreading by recruiting and activating a signaling cascade through CDC42, ACK1 and BCAR1. May activate FAK and ERK1/ERK2 signaling cascades. {ECO:0000269|PubMed:10889192, ECO:0000269|PubMed:11493670, ECO:0000269|PubMed:12514214, ECO:0000269|PubMed:15181153, ECO:0000269|PubMed:15504744, ECO:0000269|PubMed:8305732, ECO:0000269|PubMed:9281375}."
